ac054f5c-d085-407b-bc18-bd852bf7a59c,1,140,fr,Comment allez-vous?
c706a5a7-6dc8-4100-8fc5-df29dce65b38,1,140,fr,Comment vas tu mon gars?
e35f4e45-b5e3-4d9e-a85a-8d75f937d0a7,1,140,fr,Salut!
b59e182d-e246-4dda-a86a-bd79118e4385,1,140,fr,Comment ça va aujourd'hui
e66b0999-2ad7-4ff0-af2d-d35c1b06ac15,1,140,en,Do you support french language?
f3af72ef-0228-4ec1-acef-3073d47f31fe,1,140,en,Is French language Supported?
7885d16d-ef10-4f1d-9d83-535355831591,1,324,en,Install My telus on Apple
02dc5767-bc15-4319-b7d4-900269c2f23b,1,324,en,Install My telus on iphone
6881eebe-97ea-433e-b275-30ba7d190075,1,324,en,Install my telus on apple iphone
e7e263c8-e8e2-428f-8d31-caa234b2ea92,1,321,en,What is Wireless Code of Conduct
339cd056-fa03-4fb3-a94c-dd6fe7b90249,1,321,en,Wireless Code of Conduct
22dd017f-521c-480f-acd9-a267038695b5,1,321,en,Code of Conduct wireless
a996e5f8-5c05-41d4-bc6b-d99c332a49e8,1,322,en,Data usage notification alert
c51139da-1164-4c4a-8192-ceba7f81a9df,1,322,en,Data utilized notification
9c318bd6-4c20-407e-a4c5-bfb737783e88,1,322,en,Updated data usage notification
f05fd6bb-ceae-4388-a5ef-1c5112706ce4,1,323,en,install the free My TELUS android
751c8df8-edef-4325-b96d-3b6524b9f5a7,1,323,en,My TELUS android install free
e3f70ac6-5ef7-4d14-846b-176d2f8c5707,1,323,en,Android install My Telus
5074a60d-1169-4408-9cd6-3b1a8a3c1a8f,1,326,en,Wifi calling for phone
8712bf9e-fe55-4fe8-8ee7-3b93718f7295,1,326,en,Apple wifi calling
444cfebb-dda3-41b0-97d3-67443664823b,1,326,en,wifi calling iphone
60c5b989-4a80-4fb8-8d6b-17e4e5d33cb3,1,328,en,Wifi calling for mobile
066f5d4c-82a5-46e8-876c-cb65f5a106c4,1,328,en,Android wifi calling
fbf2320d-cd52-4a82-8f0f-e4f649d36150,1,328,en,Wifi calling android
4bbaee99-96a3-4caf-af03-0d824db0a416,1,329,en,Am I eligible for Wi-Fi Calling?
fbf4fd28-ad07-40e2-b56f-b0eed6b35257,1,329,en,wifi calling eligibility
74a5434d-6c8f-42e0-ab15-4768a69c7beb,1,329,en,Can I have wifi calling
fe0b3850-67ec-46e6-bc7e-bbb79f85eb00,1,331,fr,Eligibilité de l'appareil
039fe320-bc4b-4658-bb01-ba23550a2abc,1,331,fr,Est-ce que mon appareil est éligible pour les appels wifi
8318746d-c4ee-455d-9e1e-6d21c8c3ee55,1,331,fr,admissibilité de l'appareil d'appel wifi
da9e15c2-ed22-4e3b-815d-2bacadaea353,1,337,en,Pourquoi l'affichage du texte / de l'icône Appel Wi-Fi TELUS a-t-il cessé de s'afficher à l'écran?
dc38bf7d-b362-4c84-b4f9-4c4e4457e83d,1,337,en,Le texte / l'icône d'appel Telus Wifi cesse de s'afficher à l'écran
e1c608cc-2882-419c-97af-6186cc48bd15,1,339,en,Changement DNS sur les appareils iOS
92c44954-2b03-45d3-a855-d46b1b5c9500,1,339,en,Qu'est-ce que le changement DNS sur les appareils iOS?
a722b809-e5fc-49f5-b209-e37be851fa2f,1,474,en,anything2
af4a7f74-74b7-4137-a726-93d46c41884b,1,474,en,anything02
